108,63,1
109,64,1
109,65,1
110,65,1
111,65,1
112,65,1
107,66,1
108,66,1
109,66,1
110,66,1
111,66,1
112,66,1
106,67,1
107,67,1
108,67,1
109,67,1
110,67,1
111,67,1
112,67,1
113,67,1
104,68,1
105,68,1
106,68,1
107,68,1
108,68,1
109,68,1
110,68,1
111,68,1
112,68,1
113,68,1
119,68,1
104,69,1
105,69,1
106,69,1
107,69,1
108,69,1
109,69,1
110,69,1
111,69,1
112,69,1
113,69,1
114,69,1
118,69,1
119,69,1
106,70,1
107,70,1
108,70,1
109,70,1
110,70,1
111,70,1
112,70,1
113,70,1
114,70,1
115,70,1
116,70,1
118,70,1
119,70,1
108,71,1
109,71,1
110,71,1
111,71,1
112,71,1
113,71,1
114,71,1
115,71,1
116,71,1
117,71,1
118,71,1
119,71,1
110,72,1
111,72,1
112,72,1
113,72,1
114,72,1
115,72,1
116,72,1
117,72,1
118,72,1
119,72,1
109,73,1
110,73,1
111,73,1
112,73,1
113,73,1
114,73,1
115,73,1
116,73,1
117,73,1
118,73,1
119,73,1
90,74,1
91,74,1
92,74,1
93,74,1
94,74,1
109,74,1
110,74,1
111,74,1
112,74,1
113,74,1
114,74,1
115,74,1
116,74,1
117,74,1
118,74,1
119,74,1
89,75,1
90,75,1
91,75,1
92,75,1
93,75,1
94,75,1
107,75,1
108,75,1
109,75,1
110,75,1
111,75,1
112,75,1
113,75,1
114,75,1
115,75,1
116,75,1
117,75,1
118,75,1
119,75,1
120,75,1
121,75,1
88,76,1
89,76,1
90,76,1
91,76,1
92,76,1
93,76,1
94,76,1
95,76,1
105,76,1
106,76,1
107,76,1
108,76,1
109,76,1
110,76,1
111,76,1
112,76,1
113,76,1
114,76,1
115,76,1
116,76,1
117,76,1
118,76,1
119,76,1
120,76,1
121,76,1
90,77,1
91,77,1
92,77,1
93,77,1
94,77,1
95,77,1
96,77,1
105,77,1
106,77,1
107,77,1
108,77,1
109,77,1
110,77,1
111,77,1
112,77,1
113,77,1
114,77,1
115,77,1
116,77,1
117,77,1
118,77,1
119,77,1
120,77,1
121,77,1
122,77,1
123,77,1
90,78,1
91,78,1
92,78,1
93,78,1
94,78,1
95,78,1
96,78,1
101,78,1
102,78,1
104,78,1
105,78,1
106,78,1
107,78,1
108,78,1
109,78,1
110,78,1
111,78,1
112,78,1
113,78,1
114,78,1
115,78,1
116,78,1
117,78,1
118,78,1
119,78,1
120,78,1
121,78,1
122,78,1
123,78,1
124,78,1
90,79,1
91,79,1
92,79,1
93,79,1
94,79,1
95,79,1
96,79,1
97,79,1
101,79,1
102,79,1
103,79,1
104,79,1
105,79,1
106,79,1
107,79,1
108,79,1
109,79,1
110,79,1
111,79,1
112,79,1
113,79,1
114,79,1
115,79,1
116,79,1
117,79,1
118,79,1
119,79,1
120,79,1
121,79,1
122,79,1
123,79,1
124,79,1
90,80,1
91,80,1
92,80,1
93,80,1
94,80,1
95,80,1
96,80,1
97,80,1
98,80,1
100,80,1
101,80,1
102,80,1
103,80,1
104,80,1
105,80,1
106,80,1
107,80,1
108,80,1
109,80,1
110,80,1
111,80,1
112,80,1
113,80,1
114,80,1
115,80,1
116,80,1
117,80,1
118,80,1
119,80,1
120,80,1
121,80,1
122,80,1
123,80,1
124,80,1
125,80,1
91,81,1
92,81,1
93,81,1
94,81,1
95,81,1
96,81,1
97,81,1
98,81,1
99,81,1
100,81,1
101,81,1
102,81,1
103,81,1
104,81,1
105,81,1
106,81,1
107,81,1
108,81,1
109,81,1
110,81,1
111,81,1
112,81,1
113,81,1
114,81,1
115,81,1
116,81,1
117,81,1
118,81,1
119,81,1
120,81,1
121,81,1
122,81,1
123,81,1
124,81,1
125,81,1
90,82,1
91,82,1
92,82,1
93,82,1
94,82,1
95,82,1
96,82,1
97,82,1
98,82,1
99,82,1
100,82,1
101,82,1
102,82,1
103,82,1
104,82,1
105,82,1
106,82,1
107,82,1
108,82,1
109,82,1
110,82,1
111,82,1
112,82,1
113,82,1
114,82,1
115,82,1
116,82,1
117,82,1
118,82,1
119,82,1
120,82,1
121,82,1
122,82,1
123,82,1
124,82,1
125,82,1
126,82,1
91,83,1
92,83,1
93,83,1
94,83,1
95,83,1
96,83,1
97,83,1
98,83,1
99,83,1
100,83,1
101,83,1
102,83,1
103,83,1
104,83,1
105,83,1
106,83,1
107,83,1
108,83,1
109,83,1
110,83,1
111,83,1
112,83,1
113,83,1
114,83,1
115,83,1
116,83,1
117,83,1
118,83,1
119,83,1
120,83,1
121,83,1
122,83,1
123,83,1
124,83,1
125,83,1
91,84,1
92,84,1
93,84,1
94,84,1
95,84,1
96,84,1
97,84,1
98,84,1
99,84,1
100,84,1
101,84,1
102,84,1
103,84,1
104,84,1
105,84,1
106,84,1
107,84,1
108,84,1
109,84,1
110,84,1
111,84,1
112,84,1
113,84,1
114,84,1
115,84,1
116,84,1
117,84,1
118,84,1
119,84,1
120,84,1
121,84,1
122,84,1
123,84,1
124,84,1
92,85,1
93,85,1
94,85,1
95,85,1
96,85,1
97,85,1
98,85,1
99,85,1
100,85,1
101,85,1
102,85,1
103,85,1
104,85,1
105,85,1
106,85,1
107,85,1
108,85,1
109,85,1
110,85,1
111,85,1
112,85,1
113,85,1
114,85,1
115,85,1
116,85,1
117,85,1
118,85,1
119,85,1
120,85,1
121,85,1
122,85,1
123,85,1
93,86,1
94,86,1
95,86,1
96,86,1
97,86,1
98,86,1
99,86,1
100,86,1
101,86,1
102,86,1
103,86,1
104,86,1
105,86,1
106,86,1
107,86,1
108,86,1
109,86,1
110,86,1
111,86,1
112,86,1
113,86,1
114,86,1
115,86,1
116,86,1
117,86,1
118,86,1
119,86,1
120,86,1
121,86,1
122,86,1
123,86,1
124,86,1
93,87,1
94,87,1
95,87,1
96,87,1
97,87,1
98,87,1
99,87,1
100,87,1
101,87,1
102,87,1
103,87,1
104,87,1
105,87,1
106,87,1
107,87,1
108,87,1
109,87,1
110,87,1
111,87,1
112,87,1
113,87,1
114,87,1
115,87,1
116,87,1
117,87,1
118,87,1
119,87,1
120,87,1
121,87,1
94,88,1
95,88,1
96,88,1
97,88,1
98,88,1
99,88,1
100,88,1
101,88,1
102,88,1
103,88,1
104,88,1
105,88,1
106,88,1
107,88,1
108,88,1
109,88,1
110,88,1
111,88,1
112,88,1
113,88,1
114,88,1
115,88,1
116,88,1
117,88,1
118,88,1
119,88,1
120,88,1
94,89,1
95,89,1
96,89,1
97,89,1
98,89,1
99,89,1
100,89,1
101,89,1
102,89,1
103,89,1
104,89,1
105,89,1
106,89,1
107,89,1
108,89,1
109,89,1
110,89,1
111,89,1
112,89,1
113,89,1
114,89,1
115,89,1
116,89,1
117,89,1
118,89,1
119,89,1
120,89,1
95,90,1
96,90,1
97,90,1
98,90,1
99,90,1
100,90,1
101,90,1
102,90,1
103,90,1
104,90,1
105,90,1
106,90,1
107,90,1
109,90,1
110,90,1
111,90,1
112,90,1
113,90,1
114,90,1
115,90,1
116,90,1
117,90,1
119,90,1
95,91,1
96,91,1
97,91,1
98,91,1
99,91,1
100,91,1
101,91,1
102,91,1
109,91,1
110,91,1
111,91,1
112,91,1
113,91,1
114,91,1
115,91,1
116,91,1
97,92,1
98,92,1
99,92,1
100,92,1
101,92,1
102,92,1
108,92,1
109,92,1
110,92,1
